Gender,Country,Degree,Job Title
Male,Germany,Doctoral degree,Data Analyst
Male,United Kingdom,Master's degree,Data Analyst
Male,Belgium,Master's degree,Data Scientist
Male,India,Bachelor's degree,Other
Female,Other,Master's degree,
Male,,,
Male,Other,Master's degree,
Male,India,Bachelor's degree,
Male,Philippines,Bachelor's degree,Software Developer/Software Engineer
Male,India,Some college/university study without earning a bachelor's degree,
Male,United Kingdom,Master's degree,Data Scientist
Male,Netherlands,,
Male,United States,Master's degree,
Male,Australia,Bachelor's degree,Software Developer/Software Engineer
Female,India,Bachelor's degree,Data Analyst
,,,Business Analyst
Female,South Korea,Doctoral degree,Researcher
Male,India,Bachelor's degree,Software Developer/Software Engineer
Male,Australia,Bachelor's degree,Computer Scientist
Male,Singapore,Doctoral degree,Machine Learning Engineer
Male,Switzerland,Master's degree,Business Analyst
Male,People 's Republic of China,Master's degree,Machine Learning Engineer
Male,United States,Master's degree,Machine Learning Engineer
Male,India,Bachelor's degree,
Female,United States,Master's degree,
Male,India,Master's degree,Other
Male,Ukraine,Master's degree,Programmer
Male,India,Bachelor's degree,
Male,France,Doctoral degree,Software Developer/Software Engineer
Male,Hong Kong,Doctoral degree,Data Analyst
Female,Greece,Master's degree,Researcher
Male,India,Bachelor's degree,Business Analyst
Male,Russia,Master's degree,Computer Scientist
Male,Taiwan,Master's degree,Engineer
Male,India,Bachelor's degree,Software Developer/Software Engineer
Male,Australia,Master's degree,Other
Male,Other,Bachelor's degree,
Male,People 's Republic of China,Master's degree,Other
Male,India,Master's degree,Other
Male,Other,,
Male,People 's Republic of China,Bachelor's degree,
Male,Spain,Master's degree,Engineer
Male,India,Bachelor's degree,Software Developer/Software Engineer
Male,Taiwan,Master's degree,Engineer
Male,Iran,Doctoral degree,Software Developer/Software Engineer
Female,People 's Republic of China,Doctoral degree,Data Analyst
Male,Singapore,Bachelor's degree,Other
Male,People 's Republic of China,Master's degree,Data Miner
,,Bachelor's degree,Scientist/Researcher
Male,India,Master's degree,DBA/Database Engineer
Male,United States,Bachelor's degree,Data Scientist
Male,India,Master's degree,Researcher
Male,India,Master's degree,Business Analyst
Male,Vietnam,Some college/university study without earning a bachelor's degree,
Male,Germany,Master's degree,Scientist/Researcher
Male,India,Master's degree,
Male,Denmark,Doctoral degree,Engineer
Male,Australia,,Software Developer/Software Engineer
Male,Australia,Bachelor's degree,Other
Male,Germany,I did not complete any formal education past high school,
Female,India,Bachelor's degree,
Male,South Korea,,
Male,India,Master's degree,Programmer
Male,India,Master's degree,Engineer
Male,Spain,Doctoral degree,Scientist/Researcher
Male,India,Bachelor's degree,Software Developer/Software Engineer
Male,Other,Master's degree,Other
Male,Germany,Doctoral degree,Software Developer/Software Engineer
Male,Iran,Doctoral degree,Data Scientist
Male,India,Bachelor's degree,Software Developer/Software Engineer
Male,Switzerland,Doctoral degree,Researcher
Male,United Kingdom,Bachelor's degree,Software Developer/Software Engineer
Female,Philippines,Bachelor's degree,Data Analyst
Female,Italy,,
Male,Japan,,
Male,Russia,Some college/university study without earning a bachelor's degree,Software Developer/Software Engineer
Male,India,Bachelor's degree,Data Analyst
Male,India,Master's degree,Predictive Modeler
"Non-binary, genderqueer, or gender non-conforming",,,
Male,Malaysia,Bachelor's degree,Software Developer/Software Engineer
Male,Japan,Bachelor's degree,Machine Learning Engineer
Male,Vietnam,Bachelor's degree,Engineer
Female,India,,
Male,Poland,Master's degree,Data Analyst
Male,Spain,,
Male,India,Bachelor's degree,
Male,Other,Bachelor's degree,Data Analyst
Male,Hong Kong,,
Female,United States,Master's degree,
Male,United States,Bachelor's degree,Software Developer/Software Engineer
Male,Ukraine,Bachelor's degree,
Female,Russia,Professional degree,Business Analyst
Male,Russia,Professional degree,Data Analyst
Male,United States,Some college/university study without earning a bachelor's degree,Software Developer/Software Engineer
Male,Canada,,
Male,United States,Master's degree,Machine Learning Engineer
Male,India,Master's degree,Other
Male,Israel,Bachelor's degree,Machine Learning Engineer
Male,India,Master's degree,Data Analyst
Male,India,Master's degree,Researcher
Male,Other,Master's degree,Other
Male,Norway,,
Male,Other,,
Male,Other,Master's degree,Computer Scientist
Male,Israel,,
Male,Germany,Doctoral degree,Software Developer/Software Engineer
Male,United Kingdom,Master's degree,Other
Female,Russia,Bachelor's degree,Data Analyst
Male,India,Master's degree,Engineer
Male,Other,Professional degree,Engineer
Male,Netherlands,Master's degree,Data Scientist
Female,Nigeria,Bachelor's degree,Data Scientist
Male,People 's Republic of China,Master's degree,Engineer
Female,People 's Republic of China,Bachelor's degree,Machine Learning Engineer
Female,Other,Master's degree,Other
Female,People 's Republic of China,Bachelor's degree,
Male,Taiwan,Bachelor's degree,Data Miner
Male,India,Master's degree,Business Analyst
Male,India,Bachelor's degree,Data Scientist
Female,Poland,,Data Analyst
Male,Norway,Bachelor's degree,Software Developer/Software Engineer
Male,Republic of China,Doctoral degree,
Male,South Korea,Doctoral degree,Scientist/Researcher
Male,Spain,Bachelor's degree,Programmer
Male,Belarus,Some college/university study without earning a bachelor's degree,Data Analyst
Male,India,,
Male,India,Bachelor's degree,
Female,Singapore,Master's degree,Data Analyst
Male,Czech Republic,Master's degree,Engineer
Male,India,Master's degree,DBA/Database Engineer
Male,Sweden,I did not complete any formal education past high school,Data Scientist
Male,Canada,Bachelor's degree,Software Developer/Software Engineer
Male,United Kingdom,Master's degree,Data Analyst
Female,India,Bachelor's degree,Data Scientist
Male,Spain,Master's degree,Business Analyst
Male,India,Bachelor's degree,Software Developer/Software Engineer
Female,Hong Kong,Master's degree,Machine Learning Engineer
Male,United Kingdom,Doctoral degree,Scientist/Researcher
Female,India,,
Male,France,Some college/university study without earning a bachelor's degree,
Female,India,Bachelor's degree,Data Analyst
Male,India,Master's degree,Machine Learning Engineer
Male,India,Master's degree,Machine Learning Engineer
Male,New Zealand,Master's degree,Business Analyst
Male,Other,Some college/university study without earning a bachelor's degree,Data Scientist
Male,Germany,Master's degree,Scientist/Researcher
Female,,Master's degree,Researcher
Male,India,Master's degree,
Male,India,Master's degree,Software Developer/Software Engineer
Female,India,,
Male,Russia,,
Male,Taiwan,Bachelor's degree,DBA/Database Engineer
Male,Other,I prefer not to answer,
Male,India,Bachelor's degree,
Male,France,Master's degree,Data Scientist
Male,India,Master's degree,
Female,Australia,Master's degree,
Male,Portugal,Master's degree,Data Scientist
Male,Turkey,,
Male,India,Bachelor's degree,Programmer
Female,Russia,Bachelor's degree,
Male,Germany,Bachelor's degree,DBA/Database Engineer
Male,Russia,,Other
Female,United States,Master's degree,Data Scientist
Male,Denmark,Doctoral degree,Statistician
Male,Japan,Master's degree,Software Developer/Software Engineer
Male,India,Bachelor's degree,Software Developer/Software Engineer
Male,Sweden,Doctoral degree,Scientist/Researcher
Female,Taiwan,Master's degree,Other
Male,Japan,Bachelor's degree,
Female,Russia,Master's degree,Programmer
Female,India,,
Male,Italy,Doctoral degree,Statistician
Male,Romania,Professional degree,Data Analyst
Male,India,Master's degree,Programmer
Male,Singapore,Bachelor's degree,Machine Learning Engineer
Male,Russia,Master's degree,Other
Male,Pakistan,Professional degree,Programmer
Male,Poland,,Other
Male,India,Bachelor's degree,
Male,South Africa,Bachelor's degree,
Male,United States,Master's degree,Data Scientist
Male,,,
Male,India,Bachelor's degree,Data Analyst
Male,Vietnam,Master's degree,Computer Scientist
Male,India,I did not complete any formal education past high school,
Female,India,Master's degree,Researcher
Male,India,Bachelor's degree,DBA/Database Engineer
Male,Taiwan,Doctoral degree,Researcher
Female,Other,Master's degree,Software Developer/Software Engineer
Male,Egypt,Bachelor's degree,Data Scientist
Male,India,Bachelor's degree,Data Scientist
Male,Other,Master's degree,Scientist/Researcher
Female,India,Bachelor's degree,Programmer
Male,Switzerland,Bachelor's degree,Machine Learning Engineer
Male,Russia,Bachelor's degree,Data Analyst
Male,France,Doctoral degree,Other
Male,Ukraine,Some college/university study without earning a bachelor's degree,Machine Learning Engineer
Male,People 's Republic of China,Master's degree,Other
Male,India,Bachelor's degree,Data Analyst
Male,Other,Bachelor's degree,Data Scientist
Female,Taiwan,Bachelor's degree,Business Analyst
Male,Belarus,,Computer Scientist
Male,Other,,
,United States,,
Male,Other,,
Male,People 's Republic of China,,
Male,Sweden,Master's degree,Data Scientist
Male,India,,
Male,Spain,Master's degree,Researcher
Male,France,Master's degree,Engineer
Female,Russia,Bachelor's degree,Data Scientist
Male,Other,Master's degree,Data Scientist
Male,South Africa,Bachelor's degree,Data Scientist
Male,Other,Bachelor's degree,Software Developer/Software Engineer
Female,New Zealand,Master's degree,DBA/Database Engineer
Male,India,Bachelor's degree,
Male,Republic of China,,
Male,Singapore,Bachelor's degree,Data Scientist
Male,Sweden,Master's degree,Scientist/Researcher
Male,Spain,Master's degree,Software Developer/Software Engineer
Female,India,Master's degree,Data Analyst
Male,Israel,Bachelor's degree,Other
Female,India,Bachelor's degree,Business Analyst
Male,Poland,,
Male,India,Master's degree,Researcher
Male,Germany,,
Female,United Kingdom,Master's degree,Software Developer/Software Engineer
Male,India,Bachelor's degree,Software Developer/Software Engineer
Male,Kenya,Bachelor's degree,Statistician
Male,India,Bachelor's degree,DBA/Database Engineer
Male,India,,
Male,Portugal,Master's degree,
Male,Netherlands,Doctoral degree,Data Scientist
Male,India,Professional degree,DBA/Database Engineer
Male,Turkey,Master's degree,Software Developer/Software Engineer
Male,India,Master's degree,Data Scientist
Male,People 's Republic of China,,Programmer
Male,United Kingdom,Master's degree,Business Analyst
Male,Canada,Bachelor's degree,Business Analyst
Male,India,Bachelor's degree,
Male,France,,
Male,People 's Republic of China,,
Male,Australia,Doctoral degree,Researcher
Male,India,Master's degree,Business Analyst
Female,Other,Bachelor's degree,Software Developer/Software Engineer
Male,South Korea,Professional degree,Scientist/Researcher
Male,Russia,Some college/university study without earning a bachelor's degree,Programmer
Male,Norway,Doctoral degree,Scientist/Researcher
A different identity,United Kingdom,Bachelor's degree,Business Analyst
Male,Egypt,Bachelor's degree,Software Developer/Software Engineer
Male,South Korea,Bachelor's degree,Software Developer/Software Engineer
Male,Other,,
Male,India,Bachelor's degree,Data Scientist
Male,United Kingdom,Bachelor's degree,Business Analyst
Male,Mexico,Master's degree,Engineer
Male,Other,Bachelor's degree,Software Developer/Software Engineer
Male,India,Bachelor's degree,Engineer
Male,Russia,,Programmer
Male,United States,Bachelor's degree,Other
Male,Russia,Bachelor's degree,Data Scientist
Male,Belarus,Master's degree,Software Developer/Software Engineer
Male,Germany,,
Male,United Kingdom,Bachelor's degree,Other
Male,United States,,
Male,India,Bachelor's degree,Software Developer/Software Engineer
Male,India,Bachelor's degree,Machine Learning Engineer
Female,United States,Doctoral degree,Scientist/Researcher
Male,India,,
Male,Other,Master's degree,Data Analyst
Male,Turkey,Master's degree,Scientist/Researcher
Male,Spain,Master's degree,Data Scientist
Male,Finland,Master's degree,
Male,Germany,Master's degree,Other
Male,Hungary,Master's degree,Scientist/Researcher
Male,Russia,Master's degree,Business Analyst
Female,Other,Master's degree,Data Scientist
Female,Russia,Bachelor's degree,Machine Learning Engineer
Male,Singapore,Bachelor's degree,Data Analyst
Male,Russia,Master's degree,Programmer
Male,Nigeria,Bachelor's degree,Data Analyst
Male,Ireland,Master's degree,Data Analyst
A different identity,United Kingdom,Master's degree,Other
Male,France,,
Male,France,Bachelor's degree,Machine Learning Engineer
Male,Other,Bachelor's degree,Business Analyst
Female,Russia,Master's degree,Engineer
Male,Spain,I did not complete any formal education past high school,Software Developer/Software Engineer
Male,Australia,Master's degree,Data Scientist
Male,Other,I did not complete any formal education past high school,Other
Male,India,Master's degree,Software Developer/Software Engineer
Male,India,Bachelor's degree,Data Scientist
Male,India,Master's degree,Data Analyst
Male,Turkey,Some college/university study without earning a bachelor's degree,Researcher
Male,Czech Republic,Bachelor's degree,Machine Learning Engineer
Male,India,Bachelor's degree,Data Scientist
Female,South Korea,Bachelor's degree,Machine Learning Engineer
Male,South Korea,Doctoral degree,Computer Scientist
Female,Other,Master's degree,DBA/Database Engineer
Male,Russia,,
Male,India,Master's degree,Other
Male,Germany,Master's degree,Data Analyst
Male,Switzerland,Master's degree,Researcher
Male,France,,
Male,Switzerland,Doctoral degree,Software Developer/Software Engineer
Male,France,I prefer not to answer,Data Scientist
Male,Netherlands,Master's degree,Data Scientist
Male,India,Bachelor's degree,Predictive Modeler
Male,Ireland,Some college/university study without earning a bachelor's degree,Business Analyst
Male,United Kingdom,Master's degree,Machine Learning Engineer
Male,France,Master's degree,Business Analyst
Male,Germany,Bachelor's degree,Statistician
Male,Brazil,Bachelor's degree,Programmer
Male,People 's Republic of China,Master's degree,Researcher
Male,Other,,
Male,India,Master's degree,
Male,United States,,
Male,France,Master's degree,Data Scientist
Male,United Kingdom,Bachelor's degree,Other
Male,France,Doctoral degree,Researcher
Male,Nigeria,Bachelor's degree,Software Developer/Software Engineer
Male,Norway,Master's degree,Researcher
Female,Germany,Master's degree,Business Analyst
Female,Belgium,Doctoral degree,Scientist/Researcher
Male,Switzerland,,
A different identity,Denmark,I prefer not to answer,
Male,Pakistan,Bachelor's degree,Software Developer/Software Engineer
Male,India,Bachelor's degree,
Male,Portugal,Doctoral degree,Data Scientist
Male,Other,Master's degree,Predictive Modeler
Male,People 's Republic of China,Master's degree,
Male,India,Bachelor's degree,
Male,Iran,Master's degree,Scientist/Researcher
Male,People 's Republic of China,Doctoral degree,Predictive Modeler
Male,Germany,Master's degree,Programmer
Male,Turkey,,
Male,Japan,Bachelor's degree,Data Scientist
Male,Singapore,I did not complete any formal education past high school,Software Developer/Software Engineer
Male,People 's Republic of China,Master's degree,Engineer
Female,,,
Male,Other,Doctoral degree,Scientist/Researcher
"Non-binary, genderqueer, or gender non-conforming",Netherlands,Doctoral degree,Data Miner
,,Some college/university study without earning a bachelor's degree,Programmer
Female,Spain,Master's degree,Data Scientist
Male,Germany,,
Male,Czech Republic,Bachelor's degree,Programmer
Male,Poland,Professional degree,Machine Learning Engineer
Male,United States,Doctoral degree,Scientist/Researcher
Male,Ireland,Master's degree,Data Analyst
A different identity,Netherlands,Master's degree,Software Developer/Software Engineer
Male,Sweden,Doctoral degree,Scientist/Researcher
Female,Portugal,Master's degree,Data Scientist
Male,India,Bachelor's degree,Software Developer/Software Engineer
Male,South Korea,,
Male,Vietnam,Bachelor's degree,Researcher
Female,Turkey,Master's degree,Machine Learning Engineer
Female,Iran,Master's degree,
Male,India,Bachelor's degree,
Male,Russia,Master's degree,Data Analyst
Male,Portugal,Bachelor's degree,
Male,India,,
Male,India,Master's degree,Data Analyst
Female,United States,Doctoral degree,Researcher
Male,Russia,Master's degree,Software Developer/Software Engineer
Male,Taiwan,Bachelor's degree,Engineer
Male,South Africa,Some college/university study without earning a bachelor's degree,Programmer
Male,Germany,Bachelor's degree,Data Analyst
Female,India,Bachelor's degree,Software Developer/Software Engineer
Male,Colombia,Professional degree,Computer Scientist
Male,Netherlands,Master's degree,Scientist/Researcher
Male,South Korea,Bachelor's degree,Scientist/Researcher
Male,Canada,Some college/university study without earning a bachelor's degree,Software Developer/Software Engineer
Male,Japan,,
Male,India,Doctoral degree,
Male,Other,,
Female,United Kingdom,Doctoral degree,Scientist/Researcher
Female,Brazil,Master's degree,Other
Male,India,Bachelor's degree,
Female,Egypt,Some college/university study without earning a bachelor's degree,
Male,United States,Master's degree,Software Developer/Software Engineer
Female,United Kingdom,Master's degree,Programmer
Male,Russia,Professional degree,Software Developer/Software Engineer
Male,India,,
Male,Nigeria,Master's degree,Predictive Modeler
Male,Iran,Doctoral degree,Computer Scientist
Male,Russia,Bachelor's degree,
Male,Germany,Some college/university study without earning a bachelor's degree,Software Developer/Software Engineer
Male,India,Master's degree,Other
Male,Italy,Bachelor's degree,
Male,India,Master's degree,Other
Male,Israel,Bachelor's degree,Scientist/Researcher
Male,Pakistan,Master's degree,Data Scientist
Male,Russia,Bachelor's degree,Other
Male,United States,,
Male,Netherlands,,
Male,Greece,Bachelor's degree,Software Developer/Software Engineer
Male,Germany,Bachelor's degree,Statistician
Male,United States,,
Male,India,Master's degree,Researcher
Male,Turkey,Bachelor's degree,Programmer
A different identity,India,,
Male,Denmark,Master's degree,Data Analyst
Male,France,Master's degree,Data Scientist
Male,United Kingdom,Master's degree,Software Developer/Software Engineer
Male,Japan,,
Male,Ukraine,Master's degree,
Male,United States,Doctoral degree,Scientist/Researcher
Male,India,Doctoral degree,Statistician
Male,Egypt,Bachelor's degree,Software Developer/Software Engineer
Male,United States,Doctoral degree,Other
Female,Russia,Bachelor's degree,Data Analyst
Male,Other,Doctoral degree,Researcher
Male,United States,Bachelor's degree,
Male,People 's Republic of China,Bachelor's degree,
Male,Canada,Bachelor's degree,Predictive Modeler
Male,India,Bachelor's degree,Machine Learning Engineer
Male,Canada,Doctoral degree,Software Developer/Software Engineer
Male,Brazil,,
Male,India,Master's degree,Other
Male,India,Bachelor's degree,
Male,United Kingdom,Master's degree,Machine Learning Engineer
Male,India,Master's degree,Business Analyst
Male,India,Bachelor's degree,DBA/Database Engineer
Male,France,Master's degree,Data Scientist
Male,India,Bachelor's degree,
Male,Other,Master's degree,Engineer
Female,United States,,
Female,India,Master's degree,Data Analyst
Male,India,Bachelor's degree,Software Developer/Software Engineer
Female,Egypt,Master's degree,Researcher
Female,United Kingdom,Master's degree,Data Analyst
Male,Germany,Master's degree,Data Analyst
Female,Russia,Master's degree,Data Scientist
Male,Australia,Master's degree,Other
Female,Russia,,Operations Research Practitioner
Male,Brazil,Doctoral degree,Scientist/Researcher
Male,,Master's degree,Software Developer/Software Engineer
Female,Pakistan,Master's degree,Software Developer/Software Engineer
Male,India,Bachelor's degree,Data Analyst
Male,India,Bachelor's degree,Software Developer/Software Engineer
Male,Brazil,I did not complete any formal education past high school,Programmer
Male,India,Bachelor's degree,Software Developer/Software Engineer
Male,Poland,,
Male,Pakistan,Bachelor's degree,
Male,United States,,
Male,United Kingdom,Master's degree,Software Developer/Software Engineer
Female,Russia,Master's degree,Data Scientist
Male,India,Master's degree,Business Analyst
Male,Other,Bachelor's degree,Other
Male,Indonesia,Master's degree,Programmer
Male,Brazil,Master's degree,Software Developer/Software Engineer
Male,Iran,Master's degree,Software Developer/Software Engineer
Male,India,Bachelor's degree,Software Developer/Software Engineer
Male,Turkey,Master's degree,Engineer
Male,Iran,Master's degree,Programmer
Female,United Kingdom,Bachelor's degree,Business Analyst
Female,Brazil,Bachelor's degree,Statistician
Female,Ireland,Master's degree,Machine Learning Engineer
Male,Netherlands,Some college/university study without earning a bachelor's degree,Programmer
Male,Russia,Bachelor's degree,Machine Learning Engineer
Male,Other,Bachelor's degree,
Male,Israel,Master's degree,Programmer
Male,South Korea,Master's degree,Business Analyst
Female,United Kingdom,Master's degree,Data Scientist
Female,Other,Master's degree,Engineer
Female,Poland,Bachelor's degree,
Male,Vietnam,Bachelor's degree,Software Developer/Software Engineer
Male,India,Bachelor's degree,
Male,India,Bachelor's degree,Data Scientist
Male,India,Master's degree,Data Scientist
Male,India,Bachelor's degree,
Female,Brazil,Master's degree,Scientist/Researcher
Male,United States,,
Male,Spain,Doctoral degree,Computer Scientist
Male,Argentina,Master's degree,Data Scientist
Male,France,Master's degree,Data Analyst
Male,Ireland,Some college/university study without earning a bachelor's degree,Business Analyst
Male,Poland,Master's degree,Other
Female,India,Bachelor's degree,Software Developer/Software Engineer
Male,Australia,,
Male,United States,Bachelor's degree,Software Developer/Software Engineer
Male,United States,Master's degree,Programmer
Male,United States,Bachelor's degree,Other
Male,India,Bachelor's degree,Other
Male,India,Master's degree,Data Analyst
Male,India,Bachelor's degree,Software Developer/Software Engineer
Male,India,Master's degree,Data Scientist
Male,People 's Republic of China,Bachelor's degree,Machine Learning Engineer
Male,Kenya,Bachelor's degree,
Male,India,Bachelor's degree,Data Analyst
Male,Taiwan,Master's degree,Business Analyst
Male,India,Bachelor's degree,Data Analyst
Male,United States,Doctoral degree,Other
Male,Brazil,Master's degree,Predictive Modeler
Male,Spain,Master's degree,Computer Scientist
Female,Vietnam,Master's degree,Programmer
Male,Other,Bachelor's degree,
Male,Other,Doctoral degree,Data Scientist
Male,Germany,Professional degree,Programmer
Male,Other,Bachelor's degree,Software Developer/Software Engineer
Male,Brazil,Master's degree,Data Analyst
Male,Australia,Bachelor's degree,Data Miner
Male,People 's Republic of China,Master's degree,Software Developer/Software Engineer
Male,India,Master's degree,Machine Learning Engineer
Male,India,Master's degree,Data Scientist
A different identity,Russia,Some college/university study without earning a bachelor's degree,
Male,Germany,Doctoral degree,Scientist/Researcher
Male,Turkey,Bachelor's degree,
Male,Turkey,,
Male,Canada,Doctoral degree,Data Scientist
Male,India,Professional degree,Data Analyst
Male,Other,Master's degree,
Male,India,I prefer not to answer,
Male,Belgium,Master's degree,Scientist/Researcher
Female,Singapore,,
Male,India,Master's degree,Business Analyst
Male,India,Master's degree,Software Developer/Software Engineer
Female,Other,Master's degree,Other
Male,United States,Master's degree,Predictive Modeler
Male,India,Master's degree,Computer Scientist
Male,India,Bachelor's degree,
Male,France,Master's degree,Engineer
Female,India,Bachelor's degree,Data Analyst
Male,India,Bachelor's degree,Software Developer/Software Engineer
Male,South Africa,Master's degree,Data Analyst
Male,India,Master's degree,Other
Male,Portugal,Master's degree,
Male,India,Bachelor's degree,
Female,Brazil,,
Female,India,Bachelor's degree,
Male,India,Professional degree,Software Developer/Software Engineer
Male,People 's Republic of China,,
Male,India,Bachelor's degree,
Male,Other,Bachelor's degree,
Female,United States,Doctoral degree,Researcher
Male,Australia,Bachelor's degree,Programmer
Female,India,Master's degree,Data Scientist
Female,United States,Master's degree,Data Analyst
Male,India,Master's degree,Data Scientist
Male,United Kingdom,Doctoral degree,Software Developer/Software Engineer
Male,United States,,
Female,United States,Master's degree,Machine Learning Engineer
Male,United States,Master's degree,Computer Scientist
Male,France,Master's degree,Software Developer/Software Engineer
Male,Switzerland,Doctoral degree,Scientist/Researcher
Male,Brazil,Bachelor's degree,Programmer
Male,India,Master's degree,Software Developer/Software Engineer
Male,United States,Master's degree,Data Scientist
Male,India,Bachelor's degree,Engineer
Male,India,Bachelor's degree,Data Scientist
Male,India,Master's degree,Programmer
Male,Australia,Bachelor's degree,
Male,India,Master's degree,Business Analyst
Male,New Zealand,Doctoral degree,Other
Male,Italy,Bachelor's degree,Other
Male,Brazil,Bachelor's degree,Software Developer/Software Engineer
Male,Brazil,Master's degree,Engineer
Male,United States,Master's degree,Computer Scientist
Male,India,Bachelor's degree,Software Developer/Software Engineer
Male,Netherlands,Master's degree,Data Scientist
Male,India,Bachelor's degree,Data Analyst
Female,Malaysia,Bachelor's degree,Business Analyst
Male,India,Bachelor's degree,Computer Scientist
Female,Other,I did not complete any formal education past high school,
Male,India,Bachelor's degree,Programmer
Male,Canada,Doctoral degree,Software Developer/Software Engineer
Male,United States,Master's degree,DBA/Database Engineer
Male,Italy,Master's degree,Software Developer/Software Engineer
Male,United States,Bachelor's degree,Software Developer/Software Engineer
Male,United States,,
Male,France,Master's degree,
Male,United States,Some college/university study without earning a bachelor's degree,
Male,Israel,Bachelor's degree,Data Scientist
Female,India,Bachelor's degree,Business Analyst
Male,India,Bachelor's degree,Other
Female,Taiwan,Master's degree,Scientist/Researcher
Male,South Africa,Master's degree,Engineer
Male,United States,Bachelor's degree,DBA/Database Engineer
Male,Mexico,Some college/university study without earning a bachelor's degree,
Female,Other,,
Male,United States,Master's degree,Business Analyst
Male,India,Master's degree,Data Analyst
Male,India,,
Male,Japan,Master's degree,Scientist/Researcher
Male,India,Master's degree,Other
Male,Brazil,Master's degree,
Male,United States,Master's degree,Data Scientist
Male,Israel,Master's degree,Scientist/Researcher
Male,Spain,Master's degree,Data Analyst
Male,Pakistan,Doctoral degree,Computer Scientist
Female,Other,,
Male,India,Master's degree,Other
Male,Other,Bachelor's degree,Engineer
Male,United States,Doctoral degree,
Male,India,Bachelor's degree,
Male,Finland,Master's degree,Other
Female,United States,Master's degree,Data Scientist
Male,Colombia,Some college/university study without earning a bachelor's degree,Computer Scientist
Male,India,I did not complete any formal education past high school,
Male,Canada,Master's degree,Scientist/Researcher
Male,India,Master's degree,Computer Scientist
Male,France,Doctoral degree,Data Scientist
Male,Australia,Bachelor's degree,
Male,France,Master's degree,Data Scientist
Male,Greece,Master's degree,Other
Male,United States,Bachelor's degree,Data Analyst
Female,Portugal,Doctoral degree,Data Scientist
Male,India,Bachelor's degree,
Male,United States,Doctoral degree,Data Analyst
Male,United States,Master's degree,Scientist/Researcher
Male,Italy,Bachelor's degree,Software Developer/Software Engineer
Male,India,Bachelor's degree,Data Scientist
Female,Ireland,Master's degree,Other
Male,Singapore,Master's degree,Machine Learning Engineer
Male,United States,,
Male,Ireland,Master's degree,Data Scientist
Male,India,Bachelor's degree,Machine Learning Engineer
Female,United States,Bachelor's degree,Other
Male,Other,Master's degree,Other
Male,Australia,Doctoral degree,Data Scientist
Male,Turkey,Bachelor's degree,Data Analyst
Female,United States,Master's degree,Data Scientist
Male,Germany,Bachelor's degree,Software Developer/Software Engineer
Female,Colombia,Professional degree,
Male,Canada,Bachelor's degree,Software Developer/Software Engineer
Male,Turkey,,
Male,Poland,Master's degree,Business Analyst
Male,United States,Bachelor's degree,Data Analyst
Male,United States,Doctoral degree,Data Scientist
Male,India,Bachelor's degree,Researcher
Male,United States,Bachelor's degree,
Male,People 's Republic of China,Bachelor's degree,Data Scientist
Male,Australia,Doctoral degree,Data Scientist
Female,People 's Republic of China,Master's degree,Data Analyst
Male,Other,,
Female,India,Bachelor's degree,
Male,India,Professional degree,Engineer
Male,Japan,Bachelor's degree,Software Developer/Software Engineer
Male,Spain,Master's degree,Machine Learning Engineer
Male,Russia,Doctoral degree,Scientist/Researcher
Female,India,Professional degree,Machine Learning Engineer
Male,Poland,Doctoral degree,Programmer
Male,India,,
Male,Colombia,Master's degree,Other
Male,Spain,Some college/university study without earning a bachelor's degree,Other
Male,Germany,Doctoral degree,Engineer
Male,United States,Bachelor's degree,Engineer
Female,United States,Master's degree,Scientist/Researcher
Male,Brazil,,
Male,India,Bachelor's degree,Software Developer/Software Engineer
Male,Other,Master's degree,Programmer
Female,India,Master's degree,Data Analyst
Male,Brazil,Bachelor's degree,Computer Scientist
Male,People 's Republic of China,Bachelor's degree,
Male,United Kingdom,,
Male,India,Bachelor's degree,
Male,United States,Doctoral degree,Other
A different identity,Argentina,Doctoral degree,Scientist/Researcher
Male,,Doctoral degree,Data Scientist
Male,India,Bachelor's degree,Software Developer/Software Engineer
Female,Argentina,Professional degree,DBA/Database Engineer
Male,Argentina,Some college/university study without earning a bachelor's degree,Programmer
Male,Japan,Bachelor's degree,Scientist/Researcher
Male,United States,Doctoral degree,Computer Scientist
Female,Greece,Master's degree,
Male,Chile,Professional degree,Business Analyst
Male,Taiwan,Bachelor's degree,
Female,Philippines,Doctoral degree,Programmer
Male,Japan,,
Male,South Korea,,
Male,India,Bachelor's degree,
Male,France,,
Female,India,Bachelor's degree,
Male,Poland,Master's degree,Data Analyst
Male,United States,Bachelor's degree,Engineer
Male,United States,Doctoral degree,Predictive Modeler
Male,Australia,Bachelor's degree,Data Scientist
Male,India,Bachelor's degree,Business Analyst
,,I did not complete any formal education past high school,Data Miner
Female,Germany,Master's degree,Programmer
Male,India,Some college/university study without earning a bachelor's degree,
Male,Mexico,Master's degree,Data Scientist
Female,Canada,Master's degree,Business Analyst
Male,Brazil,Master's degree,Software Developer/Software Engineer
Male,Brazil,,
Male,United States,Doctoral degree,Scientist/Researcher
Male,Other,Bachelor's degree,Scientist/Researcher
Male,Australia,Master's degree,Data Scientist
Female,United States,Master's degree,Data Analyst
Male,Canada,Bachelor's degree,Scientist/Researcher
Male,Other,Some college/university study without earning a bachelor's degree,Other
Male,United States,Master's degree,Researcher
Male,United States,Master's degree,Statistician
